id,CONCAT_buildUpPlayPositioningClass,CONCAT_chanceCreationPositioningClass,CONCAT_defenceDefenderLineClass,DELTA_buildUpPlayPassing,DELTA_buildUpPlaySpeed,DELTA_chanceCreationCrossing,DELTA_chanceCreationPassing,DELTA_chanceCreationShooting,DELTA_defenceAggression,DELTA_defencePressure,DELTA_defenceTeamWidth,Month_match,buildUpPlayPassing_1,buildUpPlaySpeed_1,chanceCreationCrossing_1,chanceCreationPassing_1,chanceCreationShooting_1,defenceAggression_1,defencePressure_1,defenceTeamWidth_1,RESULT
22927,0,1,3,-15,-1,-18,-21,2,18,17,19,4,40,25,42,58,52,45,49,47,1
22918,2,2,3,8,-12,-1,3,14,12,10,24,4,44,46,60,52,40,40,37,45,1
22921,2,2,3,-1,-31,9,1,6,4,-10,12,4,37,55,43,59,53,49,58,58,3
22922,2,2,3,-22,6,-2,36,-7,-15,12,0,4,59,42,78,36,59,60,37,68,3
22926,2,2,3,-9,-21,12,-6,8,-13,-12,0,4,44,41,44,44,47,51,63,59,1
22920,2,2,3,-20,-2,0,13,-8,8,-11,-17,4,63,53,61,55,52,52,47,56,1
22923,1,0,3,16,2,9,-4,-19,-23,3,-13,4,35,45,54,71,73,60,49,68,2
22925,2,2,3,42,27,1,0,-19,3,-13,-6,4,23,34,56,53,57,46,51,61,1
22919,2,2,3,-13,-15,14,8,-3,9,-9,12,4,57,58,57,53,53,41,59,56,2
22924,2,2,3,-10,-21,-12,-29,8,-7,-13,14,4,36,41,69,72,50,58,64,42,1
22937,1,0,3,38,29,37,18,-2,-11,-19,-10,4,25,24,24,37,54,63,66,66,2
22930,0,1,3,-8,-6,-7,3,29,0,13,29,4,43,51,61,68,44,60,36,39,1
22932,2,2,3,-14,-14,-20,-19,5,1,2,-7,4,37,48,76,72,52,45,49,68,1
22928,2,2,3,-15,21,-16,4,-1,-3,11,-11,4,52,34,59,55,54,52,47,69,1
22931,2,2,3,0,17,17,12,-9,5,16,-28,4,36,24,52,60,59,53,48,70,3
22929,2,2,3,2,-16,21,-17,6,19,-22,12,4,57,58,57,53,53,41,59,56,1
22934,2,2,3,-18,-23,-14,-18,8,1,1,-12,4,44,43,71,61,50,50,50,68,3
22933,2,2,3,-7,-6,-19,-23,-7,14,11,4,4,51,47,63,67,54,37,52,55,2
22936,2,2,3,9,26,4,14,-15,2,-14,-14,4,35,20,56,38,55,38,51,59,1
22935,2,2,3,-25,-36,-15,5,14,-4,11,-8,4,65,61,57,53,38,49,38,55,1
22943,2,2,3,-1,10,17,24,-3,9,-27,-20,4,44,41,44,44,47,51,63,59,1
22942,2,2,3,34,24,1,0,-4,-5,8,-5,4,23,34,56,53,57,46,51,61,1
22947,2,2,3,2,8,-4,-2,-14,-3,-9,-1,4,63,53,61,55,52,52,47,56,3
22940,3,3,3,-10,-21,-30,-34,-19,3,17,-2,4,35,45,54,71,73,60,49,68,2
22945,2,2,3,-3,23,34,14,0,0,0,21,4,40,25,42,58,52,45,49,47,1
22939,2,2,3,-15,1,-7,25,-9,-10,13,0,4,59,42,78,36,59,60,37,68,2
22946,2,2,3,7,1,3,15,14,-3,15,10,4,44,46,60,52,40,40,37,45,1
22938,2,2,3,-2,-35,13,-21,2,-11,-7,1,4,37,55,43,59,53,49,58,58,1
22944,2,2,3,10,4,-5,17,1,2,-3,14,4,26,20,57,43,58,51,51,56,3
22941,2,2,3,16,-7,-10,-17,4,-6,-17,27,4,36,41,69,72,50,58,64,42,3
22955,2,2,3,26,5,-15,-17,0,7,-2,-12,4,37,48,76,72,52,45,49,68,1
22951,2,2,3,-26,-14,-2,-12,4,-1,4,-13,4,52,34,59,55,54,52,47,69,3
22952,2,2,3,-17,-33,-15,5,-1,4,-10,-9,4,57,58,57,53,53,41,59,56,2
22954,2,2,3,-8,-19,-19,-1,9,3,-2,2,4,44,43,71,61,50,50,50,68,1
22953,2,2,3,1,-5,-1,-16,-4,-20,1,6,4,43,51,61,68,44,60,36,39,2
22957,0,1,3,-30,-16,-3,18,35,11,11,13,4,65,61,57,53,38,49,38,55,1
22949,2,2,3,-36,-8,-22,17,-2,-14,14,-7,4,59,42,78,36,59,60,37,68,1
22950,1,0,3,19,17,20,7,-7,-12,-3,-7,4,25,24,24,37,54,63,66,66,2
22956,2,2,3,-14,8,-20,-8,-1,12,6,3,4,51,47,63,67,54,37,52,55,3
22948,2,2,3,1,21,13,34,-5,20,13,-17,4,35,20,56,38,55,38,51,59,1
22778,2,2,3,-7,2,16,20,12,5,12,23,5,44,46,60,52,40,40,37,45,1
22786,2,2,3,-4,-18,-29,-3,2,-5,-1,-21,5,44,43,71,61,50,50,50,68,3
22787,2,2,3,17,31,4,25,-14,9,-15,-17,5,26,20,57,43,58,51,51,56,2
22784,2,2,3,13,17,13,9,6,-10,-4,-3,5,44,41,44,44,47,51,63,59,1
22783,2,2,3,-17,-14,-3,-17,1,-14,4,-10,5,52,34,59,55,54,52,47,69,1
22779,2,2,3,15,23,11,7,-5,-16,4,-15,5,36,24,52,60,59,53,48,70,3
22781,2,2,3,-40,-19,-5,-2,5,-6,4,5,5,63,53,61,55,52,52,47,56,1
22780,2,2,3,28,6,14,-6,-15,0,-20,-3,5,37,55,43,59,53,49,58,58,2
22782,1,0,3,24,-3,24,-35,-14,0,-12,0,5,35,45,54,71,73,60,49,68,2
22785,0,1,3,-11,-17,-45,-35,4,5,2,24,5,36,41,69,72,50,58,64,42,1
22962,2,2,3,19,17,36,-22,7,15,-12,21,5,40,25,42,58,52,45,49,47,3
22960,2,2,3,21,20,13,9,-9,-2,-25,-4,5,44,41,44,44,47,51,63,59,1
22963,0,1,3,-19,-22,-36,-15,14,23,29,21,5,44,46,60,52,40,40,37,45,1
22964,2,2,3,16,10,7,-5,-5,-1,-1,-1,5,36,24,52,60,59,53,48,70,1
22965,2,2,3,-6,5,-4,-2,1,-11,12,0,5,63,53,61,55,52,52,47,56,1
22966,2,2,3,6,-4,18,9,-9,11,-22,-19,5,37,55,43,59,53,49,58,58,1
22967,1,0,3,2,3,22,1,-21,-15,0,0,5,35,45,54,71,73,60,49,68,2
22959,2,2,3,-21,-9,-15,-8,7,-4,1,-7,5,44,43,71,61,50,50,50,68,1
22958,2,2,3,15,6,-6,-5,4,-21,-12,13,5,36,41,69,72,50,58,64,42,1
22961,2,2,3,9,0,-1,-5,-3,-13,0,3,5,26,20,57,43,58,51,51,56,1
22973,1,0,3,12,31,19,22,-1,-14,-8,-8,5,25,24,24,37,54,63,66,66,3
22971,2,2,3,1,4,-4,22,4,15,-3,11,5,35,20,56,38,55,38,51,59,1
22977,2,2,3,7,-7,-32,-28,-5,6,14,-9,5,37,48,76,72,52,45,49,68,1
22970,2,2,3,-21,-15,3,-1,2,-9,-1,-10,5,65,61,57,53,38,49,38,55,3
22972,2,2,3,4,11,-17,19,-7,-8,10,-12,5,59,42,78,36,59,60,37,68,1
22974,2,2,3,-8,9,12,6,-4,-2,3,-1,5,52,34,59,55,54,52,47,69,2
22969,2,2,3,17,-9,-14,5,-5,-1,-2,-14,5,23,34,56,53,57,46,51,61,2
22975,0,1,3,-22,-13,-3,18,20,19,-10,12,5,57,58,57,53,53,41,59,56,1
22976,2,2,3,-7,-10,8,4,6,-2,28,3,5,43,51,61,68,44,60,36,39,1
22968,2,2,3,-25,-27,-6,-24,4,14,-1,1,5,51,47,63,67,54,37,52,55,2
23041,2,2,3,25,36,15,-5,-14,4,-11,8,8,40,25,42,58,52,45,49,47,1
23045,2,2,3,13,12,-3,1,13,1,22,11,8,44,46,60,52,40,40,37,45,1
23044,2,2,3,26,12,-1,-13,2,-6,-22,26,8,36,41,69,72,50,58,64,42,2
23040,0,1,3,-11,0,-28,-23,-5,10,18,-4,8,36,24,52,60,59,53,48,70,1
23038,2,2,3,22,-13,35,-23,6,11,-21,10,8,37,55,43,59,53,49,58,58,2
23042,2,2,3,12,6,-2,-12,-2,15,-5,1,8,51,47,63,67,54,37,52,55,3
23039,0,1,3,0,25,-2,33,18,22,-2,9,8,35,20,56,38,55,38,51,59,3
23046,2,2,3,7,-7,-32,-28,-5,6,14,-9,8,37,48,76,72,52,45,49,68,1
23047,2,2,3,-6,22,-7,-17,14,-2,-2,-10,8,52,34,59,55,54,52,47,69,1
23043,2,2,3,-31,-21,-17,-5,16,-4,0,1,8,54,55,73,58,41,50,51,60,2
23148,2,2,3,-7,14,-1,15,6,-2,-5,-1,8,44,41,44,44,47,51,63,59,2
23151,2,2,3,21,12,4,-1,-17,-6,-14,-16,8,23,34,56,53,57,46,51,61,2
23152,2,2,3,-21,-17,12,19,-3,17,5,-14,8,57,58,57,53,53,41,59,56,3
23153,2,2,3,-26,-29,-16,1,7,1,6,2,8,62,53,68,59,52,52,42,68,1
23157,2,2,3,-28,-13,19,19,14,-4,11,13,8,65,61,57,53,38,49,38,55,3
23156,1,0,3,5,-20,-12,-13,-21,-15,0,-21,8,35,45,54,71,73,60,49,68,1
23154,1,0,3,27,10,35,18,0,-11,-19,3,8,25,24,24,37,54,63,66,66,2
23155,2,2,3,-11,-36,4,0,-13,-12,6,0,8,46,56,52,38,68,50,45,59,3
23149,2,2,3,-8,5,-15,31,-5,-23,15,-13,8,59,42,78,36,59,60,37,68,1
23150,2,2,3,-9,2,12,3,-11,-2,4,4,8,63,53,61,55,52,52,47,56,1
23265,2,2,3,6,31,10,-20,16,5,-4,12,9,40,25,42,58,52,45,49,47,3
23263,2,2,3,10,19,9,4,-2,0,-5,-1,9,52,34,59,55,54,52,47,69,1
23262,2,2,3,21,34,5,-7,-6,-12,11,-14,9,36,24,52,60,59,53,48,70,1
23261,2,2,3,-13,-7,-13,-19,7,-12,-13,19,9,36,41,69,72,50,58,64,42,2
23266,0,1,3,-2,-3,-22,-1,21,15,0,0,9,37,48,76,72,52,45,49,68,1
23267,2,2,3,-21,-20,-13,-9,9,2,25,4,9,65,61,57,53,38,49,38,55,3
23260,2,2,3,19,7,1,3,12,12,10,11,9,44,46,60,52,40,40,37,45,1
23264,0,1,3,-10,4,-32,-1,-1,25,15,7,9,35,20,56,38,55,38,51,59,1
23259,2,2,3,5,-13,5,-22,18,10,-14,8,9,54,55,73,58,41,50,51,60,1
23361,2,2,3,-27,-12,8,17,-2,6,17,-14,9,63,53,61,55,52,52,47,56,1
23367,1,0,3,30,16,3,-18,-35,-11,-11,-13,9,35,45,54,71,73,60,49,68,1
23365,1,0,3,15,1,18,21,-2,-18,-17,-19,9,25,24,24,37,54,63,66,66,2
23364,2,2,3,-27,-33,-12,-21,3,-14,9,-9,9,62,53,68,59,52,52,42,68,1
23360,2,2,3,-15,4,-18,16,-19,-20,0,-23,9,59,42,78,36,59,60,37,68,3
23358,2,2,3,7,6,19,23,7,-14,-11,-4,9,44,41,44,44,47,51,63,59,1
23362,2,2,3,13,-10,-4,7,2,7,-3,9,9,23,34,56,53,57,46,51,61,1
23363,2,2,3,-5,-24,2,2,1,11,-12,13,9,57,58,57,53,53,41,59,56,3
23366,2,2,3,-9,-8,24,34,-16,-5,4,9,9,46,56,52,38,68,50,45,59,3
23359,2,2,3,17,0,30,-1,-12,1,-7,2,9,37,55,43,59,53,49,58,58,2
23375,0,1,3,-12,-24,-52,-35,2,18,17,-2,9,37,48,76,72,52,45,49,68,1
23374,2,2,3,22,28,26,1,0,7,-7,21,9,40,25,42,58,52,45,49,47,1
23372,2,2,3,-29,0,-3,-2,3,-6,4,-8,9,52,34,59,55,54,52,47,69,1
23369,2,2,3,-7,9,-17,7,13,9,21,13,9,44,46,60,52,40,40,37,45,1
23371,2,2,3,27,29,9,-5,-7,-1,-1,-14,9,36,24,52,60,59,53,48,70,1
23370,2,2,3,23,1,9,-36,9,2,-27,26,9,36,41,69,72,50,58,64,42,3
23373,2,2,3,22,38,1,15,-2,3,8,-3,9,35,20,56,38,55,38,51,59,1
23368,2,2,3,-3,-8,-10,9,13,-13,1,-5,9,54,55,73,58,41,50,51,60,1
23376,2,2,3,-19,-5,-5,-15,30,1,7,4,9,65,61,57,53,38,49,38,55,2
23377,1,0,3,9,-4,-10,-27,-26,-9,14,-9,9,35,45,54,71,73,60,49,68,2
23258,2,2,3,-14,8,-20,-8,-1,12,6,3,9,51,47,63,67,54,37,52,55,2
23381,2,2,3,-23,-18,-26,24,0,-7,11,2,9,59,42,78,36,59,60,37,68,1
23383,2,2,3,12,-14,0,-15,-2,-8,0,-2,9,23,34,56,53,57,46,51,61,1
23380,2,2,3,-1,-14,26,13,-3,9,6,-16,9,37,55,43,59,53,49,58,58,1
23386,1,0,3,40,37,33,16,-16,-14,-28,-11,9,25,24,24,37,54,63,66,66,2
23378,2,2,3,10,14,29,14,-6,-1,-12,1,9,44,41,44,44,47,51,63,59,1
23382,2,2,3,-11,-19,-2,0,2,0,0,13,9,63,53,61,55,52,52,47,56,1
23387,0,1,3,-11,-11,2,33,5,10,4,9,9,46,56,52,38,68,50,45,59,1
23379,2,2,3,-7,-1,-3,-15,-14,3,-15,-10,9,51,47,63,67,54,37,52,55,2
23385,2,2,3,-25,-5,8,13,0,-7,7,0,9,62,53,68,59,52,52,42,68,1
23384,2,2,3,-17,-33,-15,5,-1,4,-10,-9,10,57,58,57,53,53,41,59,56,1
23395,2,2,3,-3,-8,11,6,14,3,4,13,10,65,61,57,53,38,49,38,55,1
23393,2,2,3,-17,9,14,-5,5,1,2,14,10,40,25,42,58,52,45,49,47,2
23388,2,2,3,10,9,13,6,1,10,14,15,10,44,46,60,52,40,40,37,45,3
23390,2,2,3,1,31,-9,-1,-6,-4,10,-12,10,36,24,52,60,59,53,48,70,1
23397,2,2,3,-2,-15,-8,6,-21,1,18,0,10,46,56,52,38,68,50,45,59,1
23394,2,2,3,20,10,-19,-19,1,-4,10,-12,10,37,48,76,72,52,45,49,68,2
23391,2,2,3,7,8,19,-19,5,8,-10,-1,10,52,34,59,55,54,52,47,69,1
23396,3,3,3,-10,-21,-30,-34,-19,3,17,-2,10,35,45,54,71,73,60,49,68,3
23389,2,2,3,15,6,-6,-5,4,-21,-12,13,10,36,41,69,72,50,58,64,42,1
23392,2,2,3,28,33,5,17,-3,14,-4,-3,10,35,20,56,38,55,38,51,59,1
23402,2,2,3,-24,-22,-22,2,-4,-22,14,-9,10,59,42,78,36,59,60,37,68,1
23407,1,0,3,21,32,28,1,14,-13,-21,-7,10,25,24,24,37,54,63,66,66,2
23406,0,1,3,-27,-8,-14,12,21,8,7,0,10,62,53,68,59,52,52,42,68,1
23399,2,2,3,-18,-14,-4,14,9,8,13,-18,10,54,55,73,58,41,50,51,60,1
23398,2,2,3,0,5,16,8,-7,-11,-26,-14,10,44,41,44,44,47,51,63,59,1
23404,2,2,3,14,14,20,19,-5,-1,-2,7,10,23,34,56,53,57,46,51,61,2
23403,2,2,3,-23,-28,-19,3,0,-7,2,-9,10,63,53,61,55,52,52,47,56,2
23401,2,2,3,15,-21,16,-4,1,3,-11,11,10,37,55,43,59,53,49,58,58,3
23400,2,2,3,-15,-23,-11,-7,5,16,-4,15,10,51,47,63,67,54,37,52,55,2
23405,2,2,3,8,3,0,0,-15,8,-21,-1,10,57,58,57,53,53,41,59,56,1
23417,1,0,3,19,17,20,7,-7,-12,-3,-7,10,25,24,24,37,54,63,66,66,2
23416,2,2,3,16,-3,16,21,-16,2,-3,9,10,46,56,52,38,68,50,45,59,3
23408,2,2,3,8,5,-9,-20,-10,-18,-27,3,10,36,41,69,72,50,58,64,42,3
23411,2,2,3,2,35,-13,21,-2,11,7,-1,10,35,20,56,38,55,38,51,59,1
23413,2,2,3,26,5,-15,-17,0,7,-2,-12,10,37,48,76,72,52,45,49,68,1
23414,2,2,3,-42,-27,-1,0,19,-3,13,6,10,65,61,57,53,38,49,38,55,1
23412,2,2,3,19,17,36,-22,7,15,-12,21,10,40,25,42,58,52,45,49,47,2
23410,2,2,3,-1,13,4,12,0,-15,5,-14,10,52,34,59,55,54,52,47,69,1
23415,1,0,3,22,13,3,-18,-20,-19,10,-12,10,35,45,54,71,73,60,49,68,2
23409,2,2,3,18,31,21,-2,-18,-3,3,-10,10,36,24,52,60,59,53,48,70,3
23048,2,2,3,-8,0,25,28,3,7,1,-17,11,44,41,44,44,47,51,63,59,2
23055,0,1,3,12,11,-2,18,16,14,-2,7,11,23,34,56,53,57,46,51,61,1
23051,2,2,3,-16,-27,-7,-29,1,1,-1,4,11,51,47,63,67,54,37,52,55,1
23057,0,1,3,-37,-29,-44,-22,2,11,24,-2,11,62,53,68,59,52,52,42,68,1
23053,2,2,3,-22,6,-2,36,-7,-15,12,0,11,59,42,78,36,59,60,37,68,2
23049,2,2,3,-8,-22,-8,8,19,13,11,25,11,44,46,60,52,40,40,37,45,2
23054,2,2,3,2,8,-4,-2,-14,-3,-9,-1,11,63,53,61,55,52,52,47,56,3
23056,2,2,3,-11,-2,-5,-15,15,9,-14,3,11,57,58,57,53,53,41,59,56,1
23050,2,2,3,-2,-21,-14,-3,13,2,-4,9,11,54,55,73,58,41,50,51,60,2
23052,2,2,3,3,-30,-1,-1,-1,-4,-9,-11,11,37,55,43,59,53,49,58,58,2
23062,2,2,3,0,7,-33,-13,1,4,9,-10,11,37,48,76,72,52,45,49,68,2
23059,2,2,3,-8,12,1,-3,-14,-12,-10,-24,11,52,34,59,55,54,52,47,69,2
23058,2,2,3,0,17,17,12,-9,5,16,-28,11,36,24,52,60,59,53,48,70,2
23065,2,2,3,-23,-22,4,15,-11,-4,6,2,11,46,56,52,38,68,50,45,59,1
23067,2,2,3,-18,-12,-24,-15,-5,-1,21,-9,11,62,53,68,59,52,52,42,68,1
23063,2,2,3,-6,-19,21,-17,21,11,-1,13,11,65,61,57,53,38,49,38,55,1
23061,2,2,3,11,22,21,9,2,-8,3,8,11,40,25,42,58,52,45,49,47,1
23064,1,0,3,28,8,7,-16,-21,-8,-2,-12,11,35,45,54,71,73,60,49,68,2
23066,1,0,3,32,34,33,16,-1,-22,-7,-10,11,25,24,24,37,54,63,66,66,2
23060,2,2,3,19,35,17,20,-14,12,0,1,11,35,20,56,38,55,38,51,59,3
23074,0,1,3,-24,3,-24,35,14,0,12,0,11,59,42,78,36,59,60,37,68,1
23076,0,1,3,2,-10,-32,-16,-3,17,15,5,11,23,34,56,53,57,46,51,61,1
23070,2,2,3,-9,-26,-4,-14,15,-2,14,14,11,44,46,60,52,40,40,37,45,1
23069,2,2,3,16,-7,-10,-17,4,-6,-17,27,11,36,41,69,72,50,58,64,42,3
23075,2,2,3,-17,3,-9,-17,16,-2,-2,3,11,63,53,61,55,52,52,47,56,2
23073,2,2,3,28,6,14,-6,-15,0,-20,-3,11,37,55,43,59,53,49,58,58,1
23077,2,2,3,5,-5,11,6,-1,11,-17,12,11,57,58,57,53,53,41,59,56,3
23072,2,2,3,-14,1,13,5,-2,8,-3,13,11,51,47,63,67,54,37,52,55,2
23071,2,2,3,-14,-30,-31,0,11,-5,-2,-13,11,54,55,73,58,41,50,51,60,1
23068,2,2,3,-8,-17,8,16,12,2,-15,11,11,44,41,44,44,47,51,63,59,1
23078,2,2,3,-16,-10,-7,5,5,1,1,1,11,52,34,59,55,54,52,47,69,3
23081,2,2,3,17,7,-3,-14,-11,5,2,-8,11,37,48,76,72,52,45,49,68,1
23083,1,0,3,2,10,-11,-12,-20,-11,9,-10,11,35,45,54,71,73,60,49,68,1
23087,2,2,3,-13,-17,-13,-9,-6,10,4,3,11,57,58,57,53,53,41,59,56,1
23079,2,2,3,1,21,13,34,-5,20,13,-17,11,35,20,56,38,55,38,51,59,1
23082,2,2,3,-14,-14,6,14,16,-12,14,0,11,65,61,57,53,38,49,38,55,1
23080,2,2,3,4,21,18,-6,-12,-5,-12,-2,11,40,25,42,58,52,45,49,47,2
23085,1,0,3,38,29,37,18,-2,-11,-19,-10,11,25,24,24,37,54,63,66,66,2
23084,2,2,3,13,-14,26,-2,-9,10,-8,9,11,46,56,52,38,68,50,45,59,3
23086,2,2,3,-39,-19,-12,-6,5,-6,9,-7,11,62,53,68,59,52,52,42,68,2
23088,2,2,3,8,-7,15,11,7,1,-16,10,11,44,41,44,44,47,51,63,59,1
23095,0,1,3,-34,-18,-54,1,-5,3,29,-2,12,59,42,78,36,59,60,37,68,1
23089,2,2,3,-1,-4,4,-22,-4,-15,3,-11,12,36,24,52,60,59,53,48,70,2
23090,2,2,3,4,-16,-27,-14,2,-13,-15,5,12,36,41,69,72,50,58,64,42,1
23093,0,1,3,-16,-2,-9,4,19,23,-3,13,12,51,47,63,67,54,37,52,55,1
23097,2,2,3,34,24,1,0,-4,-5,8,-5,12,23,34,56,53,57,46,51,61,3
23091,2,2,3,-7,2,16,20,12,5,12,23,12,44,46,60,52,40,40,37,45,3
23096,2,2,3,-1,0,7,4,0,0,-5,12,12,63,53,61,55,52,52,47,56,3
23094,2,2,3,9,1,9,-21,15,1,-13,1,12,37,55,43,59,53,49,58,58,2
23092,2,2,3,11,6,-16,-5,-3,-1,-13,-5,12,54,55,73,58,41,50,51,60,2
23101,2,2,3,-21,-15,3,-1,2,-9,-1,-10,12,65,61,57,53,38,49,38,55,3
23100,2,2,3,-1,-7,-7,0,-2,13,15,-26,12,37,48,76,72,52,45,49,68,1
23099,2,2,3,-4,-1,10,2,7,8,-1,23,12,40,25,42,58,52,45,49,47,3
23102,1,0,3,19,10,19,-13,-32,-10,2,-8,12,35,45,54,71,73,60,49,68,2
23098,2,2,3,17,14,3,17,-1,14,-4,10,12,35,20,56,38,55,38,51,59,2
23104,1,0,3,12,31,19,22,-1,-14,-8,-8,12,25,24,24,37,54,63,66,66,2
23106,2,2,3,6,-5,4,2,-1,11,-12,0,12,57,58,57,53,53,41,59,56,1
23103,2,2,3,5,-9,11,29,-14,-13,7,-4,12,46,56,52,38,68,50,45,59,1
23105,2,2,3,-3,-11,10,-23,7,8,-5,0,12,62,53,68,59,52,52,42,68,1
23107,2,2,3,21,7,-12,-9,-10,5,12,-2,12,23,34,56,53,57,46,51,61,2
23112,2,2,3,-2,16,-21,17,-6,-19,22,-12,12,59,42,78,36,59,60,37,68,2
23115,2,2,3,-12,-9,-17,3,-2,-7,2,-22,12,52,34,59,55,54,52,47,69,3
23116,2,2,3,1,24,24,12,-7,-8,1,-2,12,36,24,52,60,59,53,48,70,3
23117,2,2,3,29,20,-12,-19,-12,-9,-26,13,12,36,41,69,72,50,58,64,42,2
23114,2,2,3,-9,-21,12,-6,8,-13,-12,0,12,44,41,44,44,47,51,63,59,2
23108,0,1,3,-9,-1,-6,19,33,20,12,23,12,44,46,60,52,40,40,37,45,3
23113,2,2,3,-40,-19,-5,-2,5,-6,4,5,12,63,53,61,55,52,52,47,56,2
23110,0,1,3,-26,-23,-39,-30,0,26,14,11,12,51,47,63,67,54,37,52,55,1
23111,2,2,3,25,-2,25,0,-1,3,-16,10,12,37,55,43,59,53,49,58,58,2
23109,2,2,3,-8,1,-21,-20,27,0,-6,-1,12,54,55,73,58,41,50,51,60,3
23120,2,2,3,-29,-37,-5,7,21,4,10,15,12,65,61,57,53,38,49,38,55,1
23127,2,2,3,-19,-12,-17,-11,-5,-1,16,3,12,63,53,61,55,52,52,47,56,1
23122,2,2,3,-2,-10,8,14,-28,-10,-8,-14,12,46,56,52,38,68,50,45,59,1
23118,2,2,3,-5,-5,14,-20,3,-7,2,12,12,40,25,42,58,52,45,49,47,1
23124,2,2,3,-11,-6,-5,8,2,-15,10,-13,12,62,53,68,59,52,52,42,68,1
23119,2,2,3,15,-14,-17,-17,2,7,-2,1,12,37,48,76,72,52,45,49,68,2
23126,2,2,3,36,8,22,-17,2,14,-14,7,12,23,34,56,53,57,46,51,61,2
23121,1,0,3,1,-4,15,1,-23,-2,15,-26,12,35,45,54,71,73,60,49,68,1
23123,1,0,3,29,31,49,21,-13,-13,-15,-6,12,25,24,24,37,54,63,66,66,2
23125,2,2,3,-20,-3,-14,6,0,8,-1,2,12,57,58,57,53,53,41,59,56,2
23136,2,2,3,-14,-21,13,-6,4,-3,-7,3,1,37,55,43,59,53,49,58,58,2
23137,2,2,3,4,11,-17,19,-7,-8,10,-12,1,59,42,78,36,59,60,37,68,1
23130,2,2,3,13,27,-2,-2,-16,-3,-9,-14,1,52,34,59,55,54,52,47,69,1
23132,2,2,3,10,15,-17,-34,18,-8,-19,17,1,36,41,69,72,50,58,64,42,1
23129,2,2,3,2,28,20,34,-3,7,-2,9,1,35,20,56,38,55,38,51,59,2
23133,0,1,3,-19,-22,-36,-15,14,23,29,21,1,44,46,60,52,40,40,37,45,1
23131,0,1,3,-1,21,2,11,14,7,1,-2,1,36,24,52,60,59,53,48,70,1
23135,2,2,3,6,11,-6,-14,-1,4,7,1,1,51,47,63,67,54,37,52,55,3
23134,2,2,3,8,-2,-5,1,11,2,-9,8,1,54,55,73,58,41,50,51,60,1
23128,2,2,3,4,16,2,-14,-5,6,14,12,1,40,25,42,58,52,45,49,47,1
23147,2,2,3,15,1,34,-8,12,9,-26,9,1,44,41,44,44,47,51,63,59,2
23139,2,2,3,-30,-41,-1,-15,17,-11,13,4,1,65,61,57,53,38,49,38,55,1
23140,1,0,3,17,-11,5,-16,-19,-8,-2,1,1,35,45,54,71,73,60,49,68,3
23144,2,2,3,-3,-3,16,5,-12,9,-8,4,1,57,58,57,53,53,41,59,56,1
23143,2,2,3,-18,-7,-8,-7,-12,-12,-5,-23,1,62,53,68,59,52,52,42,68,1
23145,2,2,3,28,13,7,14,-3,-9,1,-6,1,23,34,56,53,57,46,51,61,1
23146,2,2,3,-26,2,-18,4,1,-3,11,2,1,63,53,61,55,52,52,47,56,1
23142,1,0,3,11,17,45,35,-4,-5,-2,-24,1,25,24,24,37,54,63,66,66,2
23141,2,2,3,-10,-32,0,22,-9,3,3,11,1,46,56,52,38,68,50,45,59,3
23138,2,2,3,3,-23,-34,-14,0,0,0,-21,1,37,48,76,72,52,45,49,68,3
23161,2,2,3,-13,-12,3,-1,-13,-1,-22,-11,1,57,58,57,53,53,41,59,56,1
23166,2,2,3,-25,-36,-15,5,14,-4,11,-8,1,65,61,57,53,38,49,38,55,3
23167,2,2,3,-7,7,32,28,5,-6,-14,9,1,44,41,44,44,47,51,63,59,1
23163,1,0,3,11,0,28,23,5,-10,-18,4,1,25,24,24,37,54,63,66,66,1
23162,2,2,3,-26,-12,1,13,-2,6,22,-26,1,62,53,68,59,52,52,42,68,3
23160,2,2,3,31,21,17,5,-16,4,0,-1,1,23,34,56,53,57,46,51,61,1
23159,2,2,3,-12,-6,2,12,2,-15,5,-1,1,63,53,61,55,52,52,47,56,1
23165,1,0,3,0,-25,2,-33,-18,-22,2,-9,1,35,45,54,71,73,60,49,68,2
23164,2,2,3,6,-22,7,17,-14,2,2,10,1,46,56,52,38,68,50,45,59,1
23158,2,2,3,-22,13,-35,23,-6,-11,21,-10,1,59,42,78,36,59,60,37,68,3
23171,2,2,3,-21,-12,-4,1,17,6,14,16,1,44,46,60,52,40,40,37,45,3
23173,2,2,3,26,29,16,-1,-7,-1,-6,-2,1,36,24,52,60,59,53,48,70,3
23175,2,2,3,11,36,-4,0,13,12,-6,0,1,35,20,56,38,55,38,51,59,2
23170,2,2,3,9,-2,-12,-3,11,2,-4,-4,1,54,55,73,58,41,50,51,60,1
23176,0,1,3,-5,20,12,13,21,15,0,21,1,40,25,42,58,52,45,49,47,1
23174,0,1,3,-27,-10,-35,-18,0,11,19,-3,1,52,34,59,55,54,52,47,69,1
23168,2,2,3,7,-14,1,-15,-6,2,5,1,1,37,55,43,59,53,49,58,58,1
23172,2,2,3,21,17,-12,-19,3,-17,-5,14,1,36,41,69,72,50,58,64,42,2
23169,2,2,3,8,-5,15,-31,5,23,-15,13,1,51,47,63,67,54,37,52,55,1
23177,2,2,3,28,13,-19,-19,-14,4,-11,-13,1,37,48,76,72,52,45,49,68,1
